,actual,author,birthdate,date,doc_id,enumcron,final_genre,firstpub,gender,genretags,imprint,locnum,nationality,oclc,predicted,recordid,subjects,title,zscore
758,1848,"St. Clair, Henry.",,1848,nyp.33433082514187,,gothic,1848,m,teamred | locghost | stew,Philadelph,,,18453068,1829.905618,8654255,Supernatur,"Tales of terror; or, The ",-1.245151612
844,1913,"Green, Anna Katharine,",1846,1913,uc2.ark+=13960=t3222sk2s,,crime,1913,us,det100 | teamblack,New York;A,,us,21893050,1894.775617,7660530,,"Room number 3, and other ",-1.253723498
873,1922,"French, Joseph Lewis,",,1922,uc2.ark+=13960=t70v8bj6k,v.3,multi,1922,m,teamblack | locdetmyst | locghost,Garden Cit,PZ1.F885Ma,,39486112,1903.773809,7647543,Ghost stor,Masterpieces of mystery,-1.253842726
428,1987,"Morrison, Toni",1931,1987,22741,,gothic,1987,f,teamblack | pbgothic,New York: ,,us,,1968.765581,,Ohio;Infan,Beloved,-1.254385239
458,1969,"Du Maurier, Daphne,",1907,1969,23531,,non_genre,1969,f,chifantasy | teamblack,Garden Cit,,uk,,1950.659222,,Fantasy;Ti,The house on the strand,-1.261398287
252,1962,"Clifton, Mark,",1906,1962,20485,,scifi,1962,m,teamblack | chiscifi,Garden Cit,,us,,1943.637474,,Science fi,When they come from space,-1.262832302
759,1920,"French, Joseph Lewis,",,1920,nyp.33433082514302,,gothic,1920,m,teamred | locghost | stew,New York;B,PZ1.F885Be,,1698283,1901.542112,1441797,Ghost stor,The best psychic stories,-1.269120232
324,1973,"Malzberg, Barry N,",1939,1973,21116,,scifi,1973,m,chirandom | teamblack | chiscifi,New York R,,us,,1954.449483,,Science fi,Herovit's world,-1.275227903
733,1892,"Theuriet, Andr̩,",1833,1892,nyp.33433075843544,,non_genre,1892,m,teamred | random,Chicago;La,PZ3.T344Y,fr,37627191,1873.228334,8675986,,A young man of the period,-1.289809884
657,1841,"Sinclair, Catherine,",1800,1841,nnc1.1002365251,v.1,non_genre,1841,f,teamblack | random,Edinburgh;,,uk,24987502,1821.787137,7922816,,Modern flirtations,-1.318901191
829,1914,"Bell, J. J.",1871,1914,uc2.ark+=13960=t1bk18j97,,non_genre,1914,m,teamblack | random,"New York, ",,uk,1957658,1894.660973,7650861,,The misadventures of Jose,-1.327220103
87,1948,"Smith, E. E.",1890,1948,10917,,scifi,1948,m,teamred | chiscifi,Pa. Fantas,,us,,1928.61516,,Science fi,Skylark three,-1.330240908
827,1908,"Harding, Ellison.",1883,1908,uc2.ark+=13960=t10p0xs0f,,scifi,1908,m,teamblack | locscifi,London;T. ,,us,11601379,1888.52655,6533865,Utopias;Sc,The woman who vowed,-1.336083568
426,1987,"Logue, John,",1933,1987,22723,,non_genre,1987,m,chirandom | teamblack,Boston Lit,,us,,1967.469911,,Autographs,Boats against the current,-1.339818217
720,1920,"Shanks, Edward,",1892,1920,nyp.33433075746812,,scifi,1920,m,teamblack | anatscifi | stew,New York;F,,uk,5208175,1900.38758,8667895,Time trave,The people of the ruins,-1.345246922
7,1933,"Herrick, Robert,",1868,1933,10108,,scifi,1933,m,chiutopia | teamblack,New York F,,us,,1913.23025,,Utopias;Ut,Sometime,-1.355620804
608,1905,"Dickens, Charles,",1812,1905,mdp.39076002621501,,gothic,1905,m,teamred | locghost,London;Den,,uk,12308040,1885.146824,9929809,"Scrooge, E",A Christmas carol in pros,-1.361121677
237,1959,"Gardner, Erle Stanley,",1889,1959,20371,,crime,1959,m,teamred | det100 | chimyst,New York M,,us,,1938.914224,,Mystery fi,The case of the deadly to,-1.37645867
752,1875,"Optic, Oliver,",1822,1875,nyp.33433082168877,,non_genre,1875,m,teamblack | random,Boston;Lee,,us,12169066,1854.875082,8658097,American f,"Getting an indorser, and ",-1.379039641
664,1918,"French, Joseph Lewis,",,1918,nyp.33433068179559,,gothic,1918,m,teamblack | locghost | stew,New York;D,PZ1.F885Gr,,1049048,1897.772396,8622021,Ghost stor,"Great ghost stories, sele",-1.385810482
274,1966,"Alexander, Lloyd,",1924,1966,20671,,non_genre,1966,m,teamred | chifantasy,New York H,,us,,1945.597779,,Fantasy fi,The castle of Llyr,-1.397324214
381,1980,"Kurland, Michael,",1938,1980,21749,,scifi,1980,m,teamred | chiscifi,New York M,,us,,1959.522973,,Science fi,The last President,-1.402256708
459,1970,"White, Patrick,",1912,1970,23537,,non_genre,1970,m,chirandom | teamred,New York V,,au,,1949.513442,,Art;Painte,The vivisector,-1.402885201
181,1946,"Forester, C. S.",1899,1946,11803,,non_genre,1946,m,chirandom | teamblack,Boston Lit,,uk,,1924.913893,,Great Brit,Lord Hornblower,-1.442417772
912,1847,"Cobbold, Richard,",1797,1847,uiuo.ark+=13960=t3vt1zh5r,v.2,non_genre,1847,m,teamred | random,London;H. ,,uk,21238914,1825.903108,8405108,Fiction;Pr,Zenon,-1.443128958
443,1989,"Goldsborough, Robert,",1937,1989,23092,,crime,1989,m,chirandom | teamblack | chimyst,New York B,,us,,1967.628586,,New York (,The last coincidence,-1.461230137
169,1939,"Freeman, R. Austin,",1862,1939,11606,,crime,1939,m,teamred | chimyst,London Hod,,uk,,1916.813477,,"Thorndyke,",The stoneware monkey,-1.514976264
654,1888,AnonymousGhost,,1888,nnc1.0111708131,v.1,gothic,1888,,teamblack | locghost | stew,New York;W,,,43496979,1865.540278,8394195,Ghost stor,Weird tid-bits,-1.532990217
714,1922,"Dougherty, Harry V.",1873,1922,nyp.33433074968417,,crime,1922,m,teamred | locdetmyst,Boston;Ric,PZ3.D7452We,us,7254452,1899.359541,8664999,Detective ,Well-- who killed him?,-1.544907527
273,1965,"Traver, Robert,",1903,1965,20665,,non_genre,1965,m,chirandom | teamblack,New York M,,us,,1942.083756,,Ojibwa Ind,Laughing whitefish,-1.563092035
535,1913,"Knight, Arthur Lee.",,1913,inu.30000118528748,,non_genre,1913,m,teamred | random,London;G. ,,uk,5194382,1889.780568,6953506,Mahratta (,Told in the Indian twilig,-1.583083421
411,1985,"MacLeod, Charlotte,",1922,1985,22375,,crime,1985,f,teamred | chimyst,Garden Cit,,us,,1961.309365,,Boston (Ma,The plain old man,-1.614153286
569,1903,"Lafargue, Paul,",1842,1904,mdp.39015030365178,,non_genre,1903,m,teamblack | random,Chicago;C.,,fr,6841493,1879.00249,2139204,,The sale of an appetite,-1.634387762
438,1988,"Hess, Joan,",1949,1988,22904,,crime,1988,f,teamblack | chimyst | stew,New York S,,us,,1963.964912,,Arkansas;H,Mischief in Maggody,-1.636865604
344,1976,"Rice, Anne",1941,1976,21362,,gothic,1976,f,teamblack | pbgothic,New York: ,,us,,1951.869756,,Vampires;L,Interview with the vampir,-1.643139874
658,1900,"Tarkington, Booth,",1869,1917,nnc1.cu01664417,,non_genre,1900,m,teamblack | random,New York;C,,us,15737319,1875.866601,8418429,,Monsieur Beaucaire,-1.643347956
231,1957,"Malvern, Gladys,",1897,1957,20290,,non_genre,1957,f,chirandom | teamblack,Philadelph,,us,,1932.123066,,,My lady: my love,-1.692374635
943,1913,"Leblanc, Maurice,",1864,1913,uva.x000429691,,crime,1913,m,teamred | det100,New York;W,,fr,7270815,1887.822762,9781843,,The confessions of Ars̬ne,-1.712175864
190,1950,"Bentley, E. C.",1875,1950,11903,,non_genre,1950,m,chifantasy | teamblack,New York A,,uk,,1923.902619,,Gangs;Amne,Elephant's work,-1.772847551
680,1907,"Hewlett, Maurice,",1861,1907,nyp.33433074870282,,non_genre,1907,m,teamred | random,New York;D,PZ3.H498St,uk,2359966,1880.346835,449471,,The stooping lady,-1.809494443
299,1969,"Nabokov, Vladimir Vladimi",1899,1969,20837,,non_genre,1969,m,chirandom | teamblack,New York M,,us,,1940.756807,,Teachers;E,Ada,-1.914336537
528,1912,"Gowans, Adam L.",,1912,ien.35556027278860,,gothic,1912,m,teamblack | locghost,London;Gow,,,1238387,1883.320452,11922564,Ghost stor,Famous ghost-stories by E,-1.943108639
653,1888,AnonymousGhost,,1888,nnc1.0040976025,v.4,gothic,1888,,teamblack | locghost,New York;W,,,43496979,1858.820738,8394195,Ghost stor,Weird tid-bits,-1.976058399
777,1922,"Lewis, Sinclair,",1885,1922,uc1.32106002123104,,non_genre,1922,m,teamred | random,New York;H,PZ3.L5884Ba,us,1024921,1892.611045,628755,,Babbitt,-1.989884994
785,1898,"Barr, Amelia Edith Huddle",1831,1898,uc1.b249543,,non_genre,1898,f,teamblack | random,New York;D,,uk,2949584,1868.554173,6502085,,The lost silver of Briffa,-1.993634961
652,1888,AnonymousGhost,,1888,nnc1.0040976017,v.2,gothic,1888,,teamblack | locghost | stew,New York;W,,,43496979,1857.676402,8394195,Ghost stor,Weird tid-bits,-2.051512783
110,1944,"Joyce, James,",1882,1944,11081,,non_genre,1944,m,chirandom | teamred,New York N,,ir,,1913.542182,,Young men ,Stephen hero,-2.06036288
565,1800,"Hamilton, Elizabeth,",1756,1801,mdp.39015023189999,v.3,non_genre,1800,f,teamred | random,"London;Printed for G. G. and J. Robinson, by R. Noble;1801.",PZ3.H183M 2,uk,10387619,1768.842576,245494,,Memoirs of modern philosophers,-2.106492985
889,1922,"French, Joseph Lewis,",,1922,uc2.ark+=13960=t9c53g45j,v.1,multi,1922,m,teamblack | locdetmyst | locghost,Garden Cit,PZ1.F885Ma,,39486112,1890.53341,7647543,Ghost stor,Masterpieces of mystery,-2.12687856
258,1963,"Kerouac, Jack,",1922,1963,20544,,non_genre,1963,m,chirandom | teamblack,"New York Farrar, Straus & Co. 1963",,us,,1931.432692,363,Beat generation;Page proofs (Printing),Visions of Gerard,-2.13351967
633,1922,"Munford, George Frederick",,1922,njp.32101067301786,,gothic,1922,m,teamblack | locghost | stew,London;Som,PR8389.S575M8 1922a,,20905368,1890.187188,8957320,England;Le,Ghosts and legends of Sou,-2.149707522
705,1915,"Cresswell, Clarice M.",,1915,nyp.33433074949615,,non_genre,1915,m,teamred | random,New York;D,,us,16940711,1882.494721,8664711,,The making and breaking o,-2.195366876
772,1922,"Forrest, Michael D",1883,1922,uc1.31822033251729,,non_genre,1922,m,teamred | random,Kensington,PR8208.O719F38 1922,au,37069539,1889.215309,7255477,Missions;C,Father Justin,-2.213790535
423,1987,"Guild, Nicholas,",,1987,22685,,non_genre,1987,m,chirandom | teamblack,New York A,,us,,1953.842617,,Assyria;Mi,The Assyrian,-2.238364853
295,1969,"Davidson, Avram,",1923,1969,20819,,scifi,1969,m,teamblack | chiscifi,Garden Cit,,us,,1935.244519,,Science fi,The phoenix and the mirro,-2.277801775
240,1959,"Nin, Anais,",1903,1959,20390,,non_genre,1959,f,chirandom | teamred," Denver, S",,us,,1924.217639,,Arts;Balle,Children of the albatross,-2.345511504
435,1988,"Engh, M. J,",1933,1988,22878,,scifi,1988,f,teamred | chiscifi,New York T,,us,,1953.171494,,Science fi,Wheel of the winds,-2.348554166
88,1948,"Wilder, Thornton,",1897,1948,10922,,non_genre,1948,m,chirandom | teamred,New York: ,,us,,1912.600966,,Heads of s,The ides of March,-2.386173227
884,1922,"French, Joseph Lewis,",,1922,uc2.ark+=13960=t93776z9n,v.4,multi,1922,m,teamblack | locdetmyst | locghost | stew,Garden Cit,PZ1.F885Ma,,39486112,1885.896041,7647543,Ghost stor,Masterpieces of mystery,-2.432654079
460,1987,"Gregory, Philippa,",1954,1987,23601,,non_genre,1987,f,chirandom | teamred,New York S,,uk,,1949.818886,,Sussex (En,Wideacre,-2.50367869
189,1949,"Wright, S. Fowler,",1874,1949,11900,,scifi,1949,m,teamred | chiscifi,New York W,,uk,,1910.654165,,Science fi,The Amphibians,-2.580477268
891,1909,"Egan, Maurice Francis,",1852,1909,uc2.ark+=13960=t9s17v81t,,non_genre,1909,m,teamblack | random,New York;T,PZ3.E28W,us,2067017,1869.041761,6501599,,The wiles of Sexton Magin,-2.686794777
650,1888,AnonymousGhost,,1888,nnc1.0022035958,v.5,gothic,1888,,teamred | locghost | stew,New York;W,,,43496979,1847.888677,8394195,Ghost stor,Weird tid-bits,-2.696888732
461,1920,"James, Henry,",1843,1920,4449,,non_genre,1920,m,chirandom | teamblack,New York T,,us,,1878.828785,,,Master Eustace,-2.76677513
467,1921,"Bennett, John,",1865,1921,4514,,non_genre,1921,m,teamred | chifantasy,New York C,,us,,1879.108434,,Mothers an,Madame Margot,-2.814273097
825,1909,"Hawthorne, Julian,",1846,1909,uc2.ark+=13960=t0pr7n71q,v.9,crime,1909,m,det100 | teamblack | stew,New York;T,PZ1.H31Lo,us,296462,1865.923815,1463577,,The lock and key library:,-2.892383607
109,1942,"Lewis, C. S.",1898,1942,11074,,non_genre,1942,m,chirandom | chifantasy | teamblack,London Collins 1942,,uk,,1897.435564,10,Christianity;Christianisme -- 20e si̬cle;Christianity -- 20th century;Devil;Religious fiction,The Screwtape letters,-2.99051482
361,1978,"Estleman, Loren D,",1952,1978,21519,,multi,1978,m,teamred | chimyst | chihorror,Garden Cit,,us,,1931.91622,,England;Dr,Sherlock Holmes vs. Dracu,-3.090696286
550,1921,"Rhys, Ernest,",,1921,mdp.39015005108595,,gothic,1921,m,teamred | locghost,London;D. ,PZ1.R35Ha,,1154670,1874.35304,1277224,Ghost stor,The haunters & the haunte,-3.127830802
145,1932,"Bramah, Ernest,",1869,1932,11358,,non_genre,1932,m,chifantasy | teamblack,London etc,,uk,,1877.399478,,Fantasy fi,The moon of much gladness,-3.652267046
311,1971,"Geissler, Ludwig A,",,1971,20956,,scifi,1971,m,chiutopia | chiscifi | teamred | stew,New York A,,us,,1892.562847,,Science fi,Looking beyond,-5.223989526
